elapsed_seconds,dominant_freq_hz,flow_intensity,total_magnitude,flow_running,vibration_rpm,x_axis_reading,y_axis_reading,z_axis_reading,vibration_intensity,has_real_signal
0.0,0.0,1844.4,524.069,True,0.0,-150,182,468,1.55572089129634,False
0.108,0.0,1846.1,527.539,True,0.0,-151,186,470,1.55946123955286,False
0.205,0.0,1845.0,525.118,True,0.0,-150,185,468,1.55321630722977,False
0.303,0.0,1845.1,527.539,True,0.0,-151,186,470,1.54991619661714,False
0.406,0.0,1845.3,526.296,True,0.0,-151,185,469,1.53649070285291,False
0.504,0.0,1845.3,529.607,True,0.0,-152,186,472,1.535432168579,False
0.611,0.0,1847.1,526.837,True,0.0,-151,184,470,1.53204128964601,False
0.712,0.0,1847.5,527.096,True,0.0,-150,183,471,1.5272084059936,False
0.81,0.0,1847.9,525.091,True,0.0,-148,184,469,1.53657546749859,False
0.908,0.0,1848.1,525.868,True,0.0,-152,188,467,1.54465742786528,False
1.011,0.0,1848.4,527.729,True,0.0,-151,184,471,1.55021224351583,False
1.109,0.0,1848.8,527.99,True,0.0,-150,183,472,1.55657181049495,False
1.21,0.0,1849.1,529.718,True,0.0,-151,182,474,1.57847155011985,False
1.31,0.0,1849.2,528.079,True,0.0,-151,185,471,1.57791693875552,False
1.41,0.0,1849.5,525.693,True,0.0,-152,185,468,1.56791259940743,False
1.509,0.0,1848.3,526.335,True,0.0,-148,185,470,1.57205949672544,False
1.61,0.0,1850.2,524.514,True,0.0,-151,185,467,1.56789282158475,False
1.71,0.0,1850.6,524.267,True,0.0,-152,186,466,1.57711070669365,False
1.8,0.0,1849.3,530.54,True,0.0,-149,186,474,1.59308200001992,False
1.91,0.0,1851.2,528.505,True,0.0,-153,182,472,1.61511917327272,False
2.01,0.0,1851.5,528.016,True,0.0,-152,184,471,1.61823861801527,False
2.104,0.0,1850.3,526.01,True,0.0,-150,185,469,1.6111541387933,False
2.2,0.0,1850.5,528.622,True,0.0,-151,184,472,1.61184306228008,False
2.309,0.0,1850.7,528.622,True,0.0,-151,184,472,1.61642200353571,False
2.406,0.0,1852.4,526.296,True,0.0,-151,185,469,1.61642200353571,False
2.508,0.0,1852.9,523.812,True,0.0,-151,183,467,1.62316882977056,False
2.604,0.0,1853.7,520.312,True,0.0,-150,184,463,1.64620993455232,False
2.703,0.0,1853.7,528.179,True,0.0,-152,187,470,1.64277426745751,False
2.813,0.0,1854.0,529.454,True,0.0,-152,183,473,1.6609800839055,False
2.902,0.0,1852.8,526.488,True,0.0,-151,183,470,1.65704462566569,False
3.003,0.0,1854.8,524.767,True,0.0,-150,184,468,1.63873356250772,False
