elapsed_seconds,dominant_freq_hz,flow_intensity,total_magnitude,flow_running,vibration_rpm,x_axis_reading,y_axis_reading,z_axis_reading,vibration_intensity,has_real_signal
0.0,0.0,1681.2,587.74,True,0.0,-98,197,545,1.69358936725957,False
0.099,0.0,1671.4,592.712,True,0.0,-98,198,550,1.68296172302797,False
0.199,0.0,1663.6,593.906,True,0.0,-98,196,552,1.67964797872436,False
0.297,0.0,1660.5,592.879,True,0.0,-99,198,550,1.67435356978408,False
0.395,0.0,1659.3,593.046,True,0.0,-100,198,550,1.67258004573416,False
0.493,0.0,1658.4,588.93,True,0.0,-98,195,547,1.68801354381173,False
0.592,0.0,1658.2,590.101,True,0.0,-97,199,547,1.70974543587327,False
0.69,0.0,1657.8,591.955,True,0.0,-97,199,549,1.71476564249452,False
0.798,0.0,1657.3,592.883,True,0.0,-97,199,550,1.7209160761582,False
0.895,0.0,1657.5,589.339,True,0.0,-100,198,546,1.72404840474029,False
0.992,0.0,1657.9,590.101,True,0.0,-97,199,547,1.72045436310822,False
1.09,0.0,1656.9,591.024,True,0.0,-99,198,548,1.72532022117641,False
1.195,0.0,1656.0,592.548,True,0.0,-97,198,550,1.7270134434475,False
1.295,0.0,1646.8,593.974,True,0.0,-100,198,551,1.7137970868141,False
1.396,0.0,1636.8,592.713,True,0.0,-100,197,550,1.70102466941865,False
1.493,0.0,1635.9,589.429,True,0.0,-99,196,547,1.70177761927262,False
1.59,0.0,1623.6,591.193,True,0.0,-98,199,548,1.69619874530107,False
1.698,0.0,1613.2,592.712,True,0.0,-98,198,550,1.68387894283231,False
1.8,0.0,1604.0,590.692,True,0.0,-97,198,548,1.68636140168671,False
1.899,0.0,1603.2,594.146,True,0.0,-97,200,551,1.68910201329206,False
1.992,0.226904708505698,1602.5,594.146,True,13.6142825103419,-97,200,551,1.69504887233585,False
2.102,0.0,1601.7,592.548,True,0.0,-97,198,550,1.6724219326704,False
2.201,0.0,1601.1,591.024,True,0.0,-99,198,548,1.66642854437651,False
2.299,0.0,1600.6,592.382,True,0.0,-100,196,550,1.64992213191162,False
2.397,0.0,1600.7,589.429,True,0.0,-97,197,547,1.65350502608879,False
2.494,0.0,1599.7,590.357,True,0.0,-99,196,548,1.6455585783332,False
2.592,0.0,1600.4,589.187,True,0.0,-95,200,546,1.67840772310095,False
2.69,0.0,1599.5,589.261,True,0.0,-98,196,547,1.68484895709062,False
2.797,0.0,1587.7,592.385,True,0.0,-96,198,550,1.6912763536843,False
2.896,0.0,1575.0,590.358,True,0.0,-97,197,548,1.69351224446176,False
2.993,0.0,1561.7,591.285,True,0.0,-99,196,549,1.6592903159539,False
3.091,0.0,1560.8,591.785,True,0.0,-98,198,549,1.65301346685499,False
3.2,0.0,1545.8,592.119,True,0.0,-100,198,549,1.65772844842207,False
3.294,0.0,1544.8,591.192,True,0.0,-100,198,548,1.65545815328865,False
3.395,0.0,1543.9,592.286,True,0.0,-99,199,549,1.66005931857469,False
3.492,0.0,1543.1,591.617,True,0.0,-99,197,549,1.65266174012297,False
3.59,0.0,1542.1,592.119,True,0.0,-100,198,549,1.634355798724,False
3.701,0.0,1541.5,593.219,True,0.0,-97,200,550,1.64879860639659,False
3.8,0.0,1541.1,591.865,True,0.0,-100,200,548,1.64196882981901,False
3.899,0.0,1541.3,591.359,True,0.0,-99,199,548,1.6447605998614,False
3.994,0.0,1540.2,594.141,True,0.0,-99,199,551,1.64082539836413,False
4.093,0.0,1539.6,596.002,True,0.0,-97,200,553,1.62973105506642,False
4.192,0.0,1532.8,591.193,True,0.0,-98,199,548,1.62702604765653,False
4.292,0.0,1531.8,591.955,True,0.0,-101,197,549,1.61926088188199,False
4.39,0.0,1520.6,590.525,True,0.0,-100,196,548,1.62135325450633,False
4.498,0.0,1506.7,591.785,True,0.0,-98,198,549,1.57875696441707,False
4.593,0.0,1493.0,590.857,True,0.0,-98,198,548,1.5758630768931,False
4.691,0.0,1477.3,591.359,True,0.0,-99,199,548,1.57248492359676,False
4.798,0.0,1476.4,594.311,True,0.0,-98,200,551,1.56890359008311,False
