elapsed_seconds,dominant_freq_hz,flow_intensity,total_magnitude,flow_running,vibration_rpm,x_axis_reading,y_axis_reading,z_axis_reading,vibration_intensity,has_real_signal
0.0,0.0,2448.9,623.834,True,0.0,-78,234,573,2.64657122689643,False
0.098,0.0,2447.3,623.091,True,0.0,-75,233,573,2.63658344931477,False
0.195,0.0,2446.0,618.545,True,0.0,-74,231,569,2.64515761728171,False
0.293,0.0,2444.7,622.839,True,0.0,-76,232,573,2.61955407614388,False
0.391,0.0,2443.2,621.678,True,0.0,-74,232,572,2.60447937341298,False
0.499,0.0,2441.4,619.213,True,0.0,-75,230,570,2.57538741384607,False
0.597,0.0,2439.1,619.885,True,0.0,-76,229,571,2.57222659058141,False
0.702,0.0,2436.8,617.674,True,0.0,-76,228,569,2.53182502827913,False
0.793,0.0,2435.4,618.105,True,0.0,-75,227,570,2.51849878974738,False
0.891,0.0,2433.5,620.144,True,0.0,-75,225,573,2.53705527017589,False
0.999,0.0,2430.7,617.801,True,0.0,-74,229,569,2.53049219805107,False
1.096,0.0,2429.3,616.63,True,0.0,-75,228,568,2.52097665880755,False
1.201,0.0,2427.0,614.85,True,0.0,-74,226,567,2.49139896678658,False
1.298,0.0,2424.8,615.588,True,0.0,-74,228,567,2.47654013276039,False
1.404,0.0,2421.8,615.527,True,0.0,-75,225,568,2.47054152492642,False
1.503,0.0,2419.4,616.51,True,0.0,-74,228,568,2.482801107495,False
1.602,0.0,2417.0,617.253,True,0.0,-74,225,570,2.25943926345589,False
1.699,0.0,2415.1,618.473,True,0.0,-75,228,570,2.25957767690908,False
1.798,0.0,2413.9,615.653,True,0.0,-73,226,568,2.14370767024046,False
1.896,0.0,2411.8,617.305,True,0.0,-76,227,569,2.11156764367845,False
1.995,0.0,2410.5,615.351,True,0.0,-72,228,567,2.10337161419524,False
2.093,0.0,2406.9,614.297,True,0.0,-74,227,566,2.13051571449024,False
2.191,0.0,2402.3,616.157,True,0.0,-71,228,568,2.15770883888588,False
2.298,0.0,2402.3,614.373,True,0.0,-73,230,565,2.13387265719887,False
2.396,0.0,2401.6,621.055,True,0.0,-75,230,572,2.11147710108583,False
2.493,0.0,2400.3,618.919,True,0.0,-74,232,569,2.09912700857241,False
2.591,0.0,2397.7,619.959,True,0.0,-75,232,570,2.09460575541465,False
2.698,0.0,2388.3,620.214,True,0.0,-74,233,570,2.08654363839163,False
2.791,0.0,2387.0,620.214,True,0.0,-74,233,570,2.08872277639338,False
2.899,0.0,2379.1,622.042,True,0.0,-74,228,574,2.05576618457476,False
2.996,0.0,2377.0,616.761,True,0.0,-73,229,568,2.05043660747537,False
3.092,0.0,2375.8,615.722,True,0.0,-72,229,567,2.06983831349651,False
3.196,0.0,2369.4,612.961,True,0.0,-72,229,564,2.11232153725293,False
3.295,0.0,2368.5,614.526,True,0.0,-68,227,567,2.17869733274397,False
3.439,0.0,2368.1,609.516,True,0.0,-71,225,562,2.2660803836605,False
3.493,0.0,2367.1,611.245,True,0.0,-70,225,564,2.33115894180147,False
3.602,0.0,2366.0,611.072,True,0.0,-70,222,565,2.42477580008597,False
3.7,0.0,2362.8,608.781,True,0.0,-71,223,562,2.50571246746789,False
3.797,0.0,2359.0,614.078,True,0.0,-72,222,568,2.55494637734669,False
3.894,0.0,2357.7,611.304,True,0.0,-72,222,565,2.60839834166742,False
3.992,0.0,2352.6,609.295,True,0.0,-72,219,564,2.70305130209003,False
4.101,0.0,2341.7,604.398,True,0.0,-71,216,560,2.85978786401138,False
4.199,0.0,2340.3,609.535,True,0.0,-74,219,564,2.92708441785747,False
4.297,0.0,2335.0,608.652,True,0.0,-73,222,562,2.98157027382512,False
4.394,0.0,2332.7,606.764,True,0.0,-71,220,561,3.06122161871218,False
4.492,0.0,2331.3,609.63,True,0.0,-70,218,565,3.11245690926741,False
4.597,0.0,2327.4,605.957,True,0.0,-72,220,560,3.16844876126893,False
4.694,0.0,2326.4,608.497,True,0.0,-70,220,563,3.21494884657093,False
4.802,0.0,2316.9,608.704,True,0.0,-70,218,564,3.26320896375764,False
4.9,0.0,2314.1,604.874,True,0.0,-72,217,560,3.34408449353701,False
4.997,0.0,2313.0,608.13,True,0.0,-73,218,563,3.40045114073317,False
5.094,0.459220086992537,2312.2,604.798,True,27.5532052195522,-70,220,559,3.48132526776924,False
5.192,0.0,2312.2,607.445,True,0.0,-72,219,562,3.52344792287805,False
5.301,0.0,2310.7,606.402,True,0.0,-71,219,561,3.57738080496236,False
5.398,0.0,2307.0,607.925,True,0.0,-73,220,562,3.6009136786255,False
5.495,0.0,2301.9,607.204,True,0.0,-73,218,562,3.63926696097819,False
5.592,0.0,2300.7,606.52,True,0.0,-72,219,561,3.66636498868213,False
5.7,0.0,2294.4,605.839,True,0.0,-71,220,560,3.7163718664199,False
5.795,0.0,2287.5,606.402,True,0.0,-71,219,561,3.75742433995634,False
5.901,0.0,2280.6,605.116,True,0.0,-71,218,560,3.81220875857696,False
6.0,0.0,2278.7,606.402,True,0.0,-71,219,561,3.85427689125733,False
6.098,0.0,2276.2,604.798,True,0.0,-70,220,559,3.89612444547958,False
6.197,0.0,2272.0,608.252,True,0.0,-71,219,563,3.9273937479315,False
6.295,0.0,2270.8,609.178,True,0.0,-71,219,564,3.93955844509976,False
6.394,0.0,2264.6,604.874,True,0.0,-72,217,560,3.97520347374854,False
6.491,0.0,2262.0,603.186,True,0.0,-72,220,557,4.0129259856076,False
6.599,0.0,2262.2,606.639,True,0.0,-73,219,561,4.02089150867121,False
6.697,0.0,2261.0,609.295,True,0.0,-72,219,564,4.02543311159829,False
6.795,0.0,2261.0,604.79,True,0.0,-73,219,559,4.06856451875085,False
6.893,0.0,2259.7,606.764,True,0.0,-71,220,561,4.09331785143524,False
6.992,0.0,2256.9,605.477,True,0.0,-71,219,560,4.11268688417993,False
7.091,0.0,2252.7,609.178,True,0.0,-71,219,564,4.11844573371287,False
7.198,0.0,2241.4,607.458,True,0.0,-69,220,562,4.13045588721911,False
7.292,0.0,2234.4,607.327,True,0.0,-71,219,562,4.13751569866202,False
7.397,0.0,2233.6,630.001,True,0.0,-81,242,576,4.25345211976978,False
7.493,0.0,2230.4,640.114,True,0.0,-103,241,584,4.8496574028704,False
7.591,0.0,2230.3,632.431,True,0.0,-122,218,581,5.65778611519381,True
7.693,0.0,2234.6,609.487,True,0.0,-121,188,567,6.53537654660267,True
7.803,0.0,2235.9,588.24,True,0.0,-107,176,551,7.36074441628699,True
7.901,0.0,2239.7,582.142,True,0.0,-95,190,542,7.83854054803302,True
8.003,0.0,2236.9,595.589,True,0.0,-101,205,550,8.09417135303298,True
8.102,0.0,2236.3,597.529,True,0.0,-110,195,554,8.47994737933546,True
8.202,0.0,2240.3,585.2,True,0.0,-95,185,547,8.85294754968152,True
8.3,0.0,2241.7,594.87,True,0.0,-75,206,553,8.9306189133617,True
