elapsed_seconds,dominant_freq_hz,flow_intensity,total_magnitude,flow_running,vibration_rpm,x_axis_reading,y_axis_reading,z_axis_reading,vibration_intensity,has_real_signal
0.0,0.0,2412.7,531.988,True,0.0,-131,175,485,1.88776441884534,False
0.108,0.0,2413.7,529.423,True,0.0,-133,174,482,1.8939584354672,False
0.205,0.0,2414.5,531.654,True,0.0,-132,176,484,1.8894866243738,False
0.303,0.0,2416.0,525.366,True,0.0,-130,175,478,1.90178769591925,False
0.405,0.0,2418.6,530.413,True,0.0,-132,175,483,1.89329272246304,False
0.511,0.0,2419.7,528.013,True,0.0,-131,174,481,1.87898507235541,False
0.61,0.0,2420.6,529.919,True,0.0,-131,177,482,1.87826108090836,False
0.712,0.0,2421.5,529.836,True,0.0,-131,174,483,1.86449808734827,False
0.807,0.0,2420.5,532.484,True,0.0,-133,175,485,1.8593239928075,False
0.907,0.0,2421.5,530.502,True,0.0,-130,174,484,1.84368426181865,False
1.006,0.0,2422.3,531.076,True,0.0,-131,175,484,1.84731822632889,False
1.106,0.0,2423.6,528.262,True,0.0,-132,174,481,1.84366244241738,False
1.206,0.0,2424.6,528.344,True,0.0,-131,175,481,1.84015246226152,False
1.309,0.0,2427.4,526.857,True,0.0,-131,176,479,1.83543278768878,False
1.41,0.0,2428.3,530.084,True,0.0,-133,176,482,1.82939911781072,False
1.511,0.0,2429.2,529.009,True,0.0,-131,177,481,1.83500471729486,False
1.601,0.0,2428.1,531.986,True,0.0,-132,177,484,1.83321141251246,False
1.704,0.0,2428.9,531.324,True,0.0,-132,175,484,1.81483592602066,False
1.805,0.0,2429.7,529.175,True,0.0,-133,176,481,1.8156154516409,False
1.905,0.0,2430.7,530.084,True,0.0,-132,174,483,1.80284067556725,False
2.006,0.0,2431.6,530.748,True,0.0,-131,174,484,1.79986981125858,False
2.103,0.0,2434.3,527.273,True,0.0,-129,176,480,1.81489711144124,False
2.201,0.0,2435.0,530.496,True,0.0,-131,176,483,1.79682298430027,False
2.308,0.0,2435.6,530.917,True,0.0,-130,178,483,1.80890564269477,False
2.409,0.0,2436.0,532.318,True,0.0,-131,176,485,1.7934397505156,False
2.505,0.0,2434.8,534.058,True,0.0,-132,175,487,1.79679820397062,False
2.604,0.0,2437.4,529.175,True,0.0,-133,176,481,1.79497798010327,False
2.704,0.0,2438.3,527.766,True,0.0,-131,176,480,1.78831486203862,False
2.804,0.0,2439.0,529.836,True,0.0,-131,174,483,1.74693716618806,False
2.903,0.0,2438.2,530.084,True,0.0,-132,174,483,1.73449283964382,False
3.006,0.0,2438.7,534.306,True,0.0,-133,175,487,1.74509960824429,False
3.107,0.0,2439.8,527.766,True,0.0,-131,176,480,1.74258548972928,False
3.208,0.0,2442.5,529.009,True,0.0,-131,177,481,1.74888089463694,False
3.308,0.0,2443.4,528.592,True,0.0,-132,175,481,1.72366314771598,False
3.409,0.0,2442.4,529.682,True,0.0,-131,179,481,1.73000893978762,False
3.51,0.0,2443.5,527.102,True,0.0,-131,174,480,1.73528440232465,False
3.602,0.0,2446.2,528.924,True,0.0,-131,174,482,1.72628638192682,False
3.702,0.0,2445.0,531.739,True,0.0,-131,177,484,1.71792615412403,False
3.804,0.0,2447.9,530.995,True,0.0,-132,174,484,1.69648298874321,False
3.902,0.0,2446.6,534.14,True,0.0,-131,176,487,1.7078503760865,False
4.0,0.0,2447.8,527.766,True,0.0,-131,176,480,1.70652115400115,False
4.108,0.0,2450.7,527.683,True,0.0,-132,175,480,1.71385622892906,False
4.212,0.0,2451.5,527.374,True,0.0,-129,179,479,1.73671492951688,False
4.312,0.0,2452.3,526.857,True,0.0,-131,176,479,1.74019536953659,False
4.406,0.0,2452.8,532.655,True,0.0,-130,175,486,1.74139309460124,False
4.511,0.0,2453.9,525.948,True,0.0,-131,176,478,1.74397244361664,False
4.609,0.0,2453.1,527.186,True,0.0,-130,175,480,1.74274102062245,False
4.709,0.0,2453.8,530.995,True,0.0,-132,174,484,1.72303662305708,False
4.814,0.0,2456.3,531.824,True,0.0,-134,175,484,1.72896751257603,False
4.903,0.0,2455.3,529.503,True,0.0,-132,175,482,1.72106852683355,False
5.002,0.468601560026,2456.4,526.944,True,28.11609360156,-130,177,479,1.72995441825288,False
5.102,0.0,2459.0,528.349,True,0.0,-132,177,480,1.73305643212106,False
5.203,0.0,2458.6,524.209,True,0.0,-129,175,477,1.75929413155541,False
5.303,0.0,2459.6,527.766,True,0.0,-131,176,480,1.74529484768655,False
5.404,0.0,2460.6,526.523,True,0.0,-131,175,479,1.74627934630397,False
5.504,0.0,2461.1,529.503,True,0.0,-132,175,482,1.7184741287873,False
5.604,0.0,2462.0,525.532,True,0.0,-132,174,478,1.72277238123943,False
5.708,0.0,2462.5,531.903,True,0.0,-133,176,484,1.70978150313401,False
5.808,0.0,2463.3,529.503,True,0.0,-132,175,482,1.69783882569314,False
5.906,0.0,2464.0,532.484,True,0.0,-133,175,485,1.69380701504024,False
6.003,0.0,2464.8,529.094,True,0.0,-129,176,482,1.69335558535542,False
6.106,0.0,2467.1,530.619,True,0.0,-124,184,482,1.82278401155563,False
6.205,0.0,2467.1,536.893,True,0.0,-109,198,487,2.6226436360266,False
6.303,0.0,2473.1,563.805,True,0.0,-108,224,506,4.13503304180858,False
6.41,0.0,2478.6,586.195,True,0.0,-128,234,522,5.58144567304494,True
6.512,0.0,2483.0,584.608,True,0.0,-151,218,521,6.51458470142546,True
6.611,0.0,2485.5,563.965,True,0.0,-157,188,508,6.94280505223908,True
6.701,0.0,2484.6,537.786,True,0.0,-142,173,489,6.95865455784641,True
6.801,0.0,2484.8,537.872,True,0.0,-132,181,489,6.96358741521591,True
6.901,0.0,2485.0,540.602,True,0.0,-132,199,485,7.0453668766755,True
7.001,0.0,2485.4,548.831,True,0.0,-144,196,492,7.17409702485646,True
7.101,0.0,2485.8,537.821,True,0.0,-139,181,487,7.18860294896617,True
7.204,0.0,2488.3,534.279,True,0.0,-117,186,487,7.26677762507575,True
7.305,0.0,2489.3,561.004,True,0.0,-109,214,507,7.75710696457319,True
7.404,0.0,2494.9,585.314,True,0.0,-122,235,522,8.568363891753,True
7.504,0.0,2501.7,594.526,True,0.0,-146,231,528,9.35156789008671,True
7.604,0.0,2507.4,586.131,True,0.0,-161,210,523,9.94215932484776,True
7.706,0.0,2513.9,567.054,True,0.0,-165,185,510,10.2969197662233,True
7.807,0.0,2516.5,545.254,True,0.0,-155,171,494,10.4251450889165,True
7.905,0.0,2517.9,527.459,True,0.0,-136,174,479,10.434776278778,True
8.002,0.0,2516.8,528.024,True,0.0,-132,184,477,10.4442352600421,True
8.104,0.0,2517.2,535.475,True,0.0,-131,193,482,10.4629217318063,True
8.203,0.0,2517.3,545.063,True,0.0,-137,198,489,10.5027713696798,True
8.312,0.0,2519.2,549.132,True,0.0,-141,199,492,10.6017286449488,True
8.407,0.0,2519.9,550.434,True,0.0,-148,195,493,10.6781147162762,True
8.506,0.0,2519.0,543.369,True,0.0,-148,185,489,10.6773885102301,True
8.605,0.0,2519.7,537.672,True,0.0,-141,179,487,10.6861476258578,True
8.704,0.0,2520.2,534.054,True,0.0,-133,177,486,10.6822473565604,True
8.805,0.0,2520.4,541.794,True,0.0,-119,188,494,10.6830767232394,True
8.906,0.0,2522.4,549.308,True,0.0,-109,207,497,10.8861094566899,True
9.007,0.0,2528.2,566.276,True,0.0,-112,226,507,11.2497445058142,True
9.107,0.0,2533.5,582.577,True,0.0,-124,236,518,11.7240042120582,True
9.207,0.0,2540.2,593.509,True,0.0,-141,236,526,12.2438230205669,True
9.307,0.0,2546.4,589.836,True,0.0,-157,223,523,12.6734439757964,True
9.408,0.0,2549.0,574.862,True,0.0,-164,201,513,12.9412194062718,True
9.508,0.0,2551.9,555.85,True,0.0,-159,178,502,13.0642251847061,True
9.609,0.0,2555.1,536.778,True,0.0,-143,169,489,13.1463367052665,True
9.701,0.0,2553.6,534.398,True,0.0,-134,180,485,13.0840653421395,True
9.799,0.0,2553.7,536.2,True,0.0,-131,195,482,13.086203732641,True
9.906,0.0,2553.9,547.952,True,0.0,-137,201,491,13.107162109229,True
10.003,0.0,2554.4,546.856,True,0.0,-146,194,490,13.1711961764295,True
10.106,0.0,2555.1,541.614,True,0.0,-144,183,489,13.1238187178137,True
10.205,0.0,2556.2,527.192,True,0.0,-131,177,479,13.1257913047114,True
10.303,0.0,2556.8,541.357,True,0.0,-113,193,493,13.1915320590753,True
